,key_0,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,placeholder1,placeholder2,raw_data_calc_orb_sma,placeholder3,raw_data_tsurf_k,raw_data_tsurf_c,pl_tsurf_k,pl_tsurf_c,P_HABITABLE
4104,tic 257060897 b,TIC 257060897 b,TIC 257060897,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.660028,6e-06,-6e-06,0.0,0.051,0.002,-0.002,0.0,16.701,0.448,-0.448,0.0,1.49,0.04,-0.04,0.0,212.94503,9.53485,-9.53485,0.0,0.67,0.03,-0.03,0.0,Mass,0.03,0.02,-0.02,0.0,1804.55,,,0.0,1762.0,21.0,-21.0,0.0,0,,5988.0,140.0,-140.0,0.0,1.82,0.05,-0.05,0.0,1.32,0.04,-0.04,0.0,,,,,,3.93,0.08,-0.08,0.0,15h10m07.72s,227.5321527,+72d42m37.13s,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,,,0.050986446,,1779.415777,1506.265777,1779.4156406343886,1506.2656406343885,0
4105,tic 279401253 b,TIC 279401253 b,TIC 279401253,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,76.8,0.06,-0.06,0.0,0.369,0.003,-0.003,0.0,11.209,0.448,-0.448,0.0,1.0,0.04,-0.04,0.0,1951.46642,123.95308,-133.48793,0.0,6.14,0.39,-0.42,0.0,Mass,0.448,0.029,-0.028,0.0,,,,,,,,,0,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.44,0.02,-0.02,0.0,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,,,0.368304862,,501.7353947,228.5853947,501.7353560863072,228.58535608630723,0
4106,tic 279401253 c,TIC 279401253 c,TIC 279401253,1,2,Transit,2023,Multiple Observatories,0,155.3,0.7,-0.7,0.0,0.591,0.005,-0.006,0.0,12.6,,,0.0,1.12,,,0.0,2548.98382,57.20911,-57.20911,0.0,8.02,0.18,-0.18,0.0,Msini,0.254,0.042,-0.036,0.0,,,,,,,,,0,,5951.0,80.0,-80.0,0.0,1.06,0.01,-0.01,0.0,1.13,0.02,-0.03,0.0,0.2,0.05,-0.05,0.0,[Fe/H],4.44,0.02,-0.02,0.0,03h50m37.73s,57.6572277,-15d01m34.41s,-15.0262251,285.584,2.79,-2.738,11.938,0.037,-0.037,10.345,0.019,-0.019,11.6965,0.00042,-0.00042,,,0.588953413,,396.4552578,123.3052578,396.45522729583314,123.30522729583316,0
4107,toi-1052 b,TOI-1052 b,TOI-1052,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,9.139703,0.00019,-0.000197,0.0,0.09103,0.00062,-0.00063,0.0,2.87,0.29,-0.24,0.0,0.256,0.026,-0.021,0.0,16.9,1.7,-1.7,0.0,0.05317,0.00535,-0.00535,0.0,Mass,0.18,0.09,-0.071,0.0,246.0,13.0,-13.0,0.0,1135.0,,,0.0,0,,6146.0,62.0,-62.0,0.0,1.26,0.03,-0.03,0.0,1.2,0.03,-0.03,0.0,0.14,0.013,-0.013,0.0,[Fe/H],4.3,0.02,-0.02,0.0,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,,,0.090912227,,1137.445499,864.295499,1137.4454115187987,864.2954115187987,0
4108,toi-1052 c,TOI-1052 c,TOI-1052,1,2,Radial Velocity,2023,Multiple Observatories,0,35.806,0.453,-0.381,0.0,0.2263,0.0024,-0.0023,0.0,6.48,,,0.0,0.578,,,0.0,34.3,4.1,-3.7,0.0,0.10792,0.0129,-0.01164,0.0,Msini,0.237,0.09,-0.082,0.0,39.7,2.3,-2.2,0.0,719.0,,,0.0,0,,6146.0,62.0,-62.0,0.0,1.26,0.03,-0.03,0.0,1.2,0.03,-0.03,0.0,0.14,0.013,-0.013,0.0,[Fe/H],4.3,0.02,-0.02,0.0,22h30m02.47s,337.5102738,-75d38m47.62s,-75.6465606,129.804,0.56,-0.555,9.511,0.003,-0.003,8.246,0.025,-0.025,9.39972,0.000309,-0.000309,,,0.225928722,,721.4073967,448.2573967,721.4073411980876,448.2573411980876,0
4109,toi-1062 b,TOI-1062 b,TOI-1062,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,4.11296,0.0015,-0.0015,0.0,0.052,0.024,-0.025,0.0,2.265,0.096,-0.091,0.0,0.202,0.009,-0.008,0.0,10.15,0.81,-0.84,0.0,0.03194,0.00255,-0.00264,0.0,Mass,0.177,0.067,-0.064,0.0,232.0,11.0,-10.0,0.0,1077.0,10.0,-9.0,0.0,0,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,,,0.049213709,,1065.239413,792.0894133,1065.239331429318,792.0893314293181,0
4110,toi-1062 c,TOI-1062 c,TOI-1062,1,2,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),0,7.972,0.018,-0.024,0.0,0.08,0.013,-0.012,0.0,3.1,,,0.0,0.276,,,0.0,9.78,1.26,-1.18,0.0,0.03077,0.00396,-0.00371,0.0,Msini,0.14,0.073,-0.069,0.0,95.0,5.0,-4.0,0.0,859.0,9.0,-8.0,0.0,0,G9 V,5328.0,56.0,-56.0,0.0,0.84,0.09,-0.09,0.0,0.94,0.02,-0.02,0.0,0.14,0.04,-0.04,0.0,[Fe/H],4.55,0.09,-0.09,0.0,02h32m29.03s,38.1209678,-78d01m25.26s,-78.0236828,82.1733,0.1635,-0.1629,10.249,0.005,-0.005,8.296,0.031,-0.031,10.0008,0.000374,-0.000374,,,0.076505849,,858.8234714,585.6734714,858.8234053608386,585.6734053608386,0
4111,toi-1064 b,TOI-1064 b,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,6.443868,2.5e-05,-2.5e-05,0.0,0.06152,0.00086,-0.00089,0.0,2.587,0.043,-0.042,0.0,0.231,0.004,-0.004,0.0,13.5,1.7,-1.8,0.0,0.04248,0.00535,-0.00566,0.0,Mass,0.047,0.038,-0.03,0.0,62.9,4.2,-4.0,0.0,784.0,13.0,-13.0,0.0,0,,4734.0,67.0,-67.0,0.0,0.73,0.01,-0.01,0.0,0.75,0.03,-0.03,0.0,0.05,0.08,-0.08,0.0,[Fe/H],4.6,0.06,-0.06,0.0,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,,,0.06157324,,811.1974179,538.0474179,811.1973555774154,538.0473555774154,0
4112,toi-1064 c,TOI-1064 c,TOI-1064,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,12.226574,4.6e-05,-4.3e-05,0.0,0.09429,0.00132,-0.00136,0.0,2.651,0.043,-0.042,0.0,0.237,0.004,-0.004,0.0,2.5,1.8,-2.0,0.0,0.00787,0.00566,-0.00629,0.0,Mass,0.088,0.081,-0.064,0.0,26.8,1.8,-1.7,0.0,634.0,10.0,-10.0,0.0,0,,4734.0,67.0,-67.0,0.0,0.73,0.01,-0.01,0.0,0.75,0.03,-0.03,0.0,0.05,0.08,-0.08,0.0,[Fe/H],4.6,0.06,-0.06,0.0,19h44m00.94s,296.0039349,-47d33m43.31s,-47.5620305,68.0726,0.3639,-0.3601,10.938,0.046,-0.046,8.467,0.034,-0.034,10.6491,0.001334,-0.001334,,,0.094369307,,655.2422684,382.0922684,655.2422180339425,382.0922180339426,0
4113,toi-1075 b,TOI-1075 b,TOI-1075,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,0.6047328,3.2e-06,-3.2e-06,0.0,0.01159,0.00023,-0.0002,0.0,1.791,0.116,-0.081,0.0,0.16,0.01,-0.007,0.0,9.95,1.36,-1.3,0.0,0.03131,0.00428,-0.00409,0.0,Mass,0.0,,,0.0,509.2,18.7,-20.4,0.0,1323.0,44.0,-44.0,0.0,0,K9 V/M0 V,3875.0,75.0,-75.0,0.0,0.58,0.02,-0.02,0.0,0.6,0.03,-0.03,0.0,-0.08,0.09,-0.09,0.0,[Fe/H],4.69,0.03,-0.03,0.0,20h39m53.09s,309.9712091,-65d26m58.92s,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232,,,0.01180411,,1363.606382,1090.456382,1363.606276683627,1090.456276683627,0
4114,toi-1107 b,TOI-1107 b,TOI-1107,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.0782387,2.4e-06,-2.5e-06,0.0,0.0561,0.0024,-0.0025,0.0,14.572,0.56,-0.56,0.0,1.3,0.05,-0.05,0.0,1064.72516,57.20911,-57.20911,0.0,3.35,0.18,-0.18,0.0,Mass,0.025,0.023,-0.016,0.0,532.0,92.0,-93.0,0.0,1728.0,27.0,-27.0,0.0,0,F6 V,6311.0,98.0,-98.0,0.0,1.81,0.06,-0.06,0.0,1.35,0.08,-0.08,0.0,-0.1,0.09,-0.09,0.0,[Fe/H],4.05,0.04,-0.04,0.0,10h22m25.89s,155.6078632,-82d13m07.93s,-82.2188693,281.314,2.031,-2.003,10.553,0.006,-0.006,9.205,0.019,-0.019,10.3745,0.000367,-0.000367,,,0.055212004,,1783.204192,1510.054192,1783.2040545976379,1510.0540545976378,0
4115,toi-1130 b,TOI-1130 b,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,4.07445,0.00046,-0.00046,0.0,0.04457,0.00036,-0.00036,0.0,3.56,0.13,-0.13,0.0,0.318,0.012,-0.012,0.0,19.28,0.97,-0.97,0.0,0.06066,0.00305,-0.00305,0.0,Mass,0.0541,0.0015,-0.0015,0.0,78.1,5.55,-5.55,0.0,632.0,13.0,-13.0,0.0,1,K6-K7,4350.0,60.0,-60.0,0.0,0.7,0.02,-0.02,0.0,0.71,0.02,-0.02,0.0,0.3,0.06,-0.06,0.0,[Fe/H],4.62,0.04,-0.04,0.0,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,,,0.044538878,,857.5550313,584.4050313,857.5549653510656,584.4049653510656,0
4116,toi-1130 c,TOI-1130 c,TOI-1130,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,8.350231,9.8e-05,-9.8e-05,0.0,0.07191,0.00058,-0.00058,0.0,13.32,1.55,-1.41,0.0,1.188,0.138,-0.126,0.0,325.69,5.59,-5.59,0.0,1.02474,0.01759,-0.01759,0.0,Mass,0.0457,0.0016,-0.0016,0.0,30.0,2.13,-2.13,0.0,498.0,10.0,-10.0,0.0,1,K6-K7,4350.0,60.0,-60.0,0.0,0.7,0.02,-0.02,0.0,0.71,0.02,-0.02,0.0,0.3,0.06,-0.06,0.0,[Fe/H],4.62,0.04,-0.04,0.0,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.2609,0.17,-0.1691,11.595,0.026,-0.026,8.351,0.033,-0.033,10.9028,0.000774,-0.000774,,,0.071860836,,675.1319669,401.9819669,675.1319150231784,401.98191502317843,0
4117,toi-1135 b,TOI-1135 b,TOI-1135,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,8.02773,3e-06,-3e-06,0.0,0.082,0.003,-0.003,0.0,9.02,0.227,-0.227,0.0,0.805,0.02,-0.02,0.0,51.42,,,1.0,0.162,,,1.0,Mass,0.0,,,0.0,752.78,,,0.0,1199.0,21.0,-21.0,0.0,0,G0,6122.0,15.0,-15.0,0.0,1.16,0.03,-0.03,0.0,1.12,0.03,-0.03,0.0,0.0,0.02,-0.02,0.0,[Fe/H],4.56,0.02,-0.02,0.0,12h53m35.13s,193.3963704,+85d07m46.18s,85.1294952,114.048,0.308,-0.306,9.54,0.03,-0.03,8.192,0.019,-0.019,9.41353,0.000539,-0.000539,,,0.0814845,,1145.408583,872.2585828,1145.4084947291644,872.2584947291645,0
4118,toi-1194 b,TOI-1194 b,TOI-1194,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,2.310644,1e-06,-1e-06,0.0,0.03428,0.00055,-0.00055,0.0,8.597,0.504,-0.46,0.0,0.767,0.045,-0.041,0.0,144.92975,17.48056,-16.20925,0.0,0.456,0.055,-0.051,0.0,Mass,0.076,0.032,-0.043,0.0,234.54,,,0.0,1391.0,38.0,-37.0,0.0,0,,5446.0,51.0,-48.0,0.0,0.96,0.06,-0.05,0.0,1.01,0.05,-0.05,0.0,0.29,0.078,-0.078,0.0,[Fe/H],4.47,0.04,-0.04,0.0,11h11m17.16s,167.8214811,+69d57m53.19s,69.9647749,149.667,0.655,-0.649,11.302,0.01,-0.01,9.34,0.015,-0.015,10.9887,0.000409,-0.000409,,,0.034319133,,1433.63266,1160.48266,1433.6325499343395,1160.4825499343397,0
4119,toi-1199 b,TOI-1199 b,TOI-1199,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),0,3.671463,3e-06,-3e-06,0.0,0.04988,0.00091,-0.00091,0.0,10.514,0.28,-0.28,0.0,0.938,0.025,-0.025,0.0,75.96099,6.35657,-6.35657,0.0,0.239,0.02,-0.02,0.0,Mass,0.03,0.029,-0.029,0.0,324.11,,,0.0,1486.0,20.0,-20.0,0.0,0,,5710.0,40.0,-40.0,0.0,1.45,0.03,-0.03,0.0,1.23,0.07,-0.07,0.0,0.44,0.04,-0.04,0.0,[Fe/H],4.19,0.03,-0.03,0.0,11h07m31.36s,166.8806581,+61d21m09.26s,61.3525723,248.427,1.792,-1.767,11.093,0.007,-0.007,9.466,0.015,-0.015,10.8853,0.000391,-0.000391,,,0.049903955,,1531.446841,1258.296841,1531.4467232180252,1258.2967232180254,0
4120,toi-122 b,TOI-122 b,TOI-122,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,5.07803,1.5e-05,-1.5e-05,0.0,0.0392,0.0007,-0.0007,0.0,2.72,0.18,-0.18,0.0,0.243,0.016,-0.016,0.0,7.85,,,0.0,0.0247,,,0.0,M-R relationship,0.0,,,0.0,8.8,1.0,-1.0,0.0,471.0,,,0.0,0,M3 V,3403.0,100.0,-100.0,0.0,0.33,0.01,-0.01,0.0,0.31,0.01,-0.01,0.0,,,,,,4.88,0.05,-0.05,0.0,22h11m47.58s,332.9482355,-58d56m45.91s,-58.946085,62.118,0.2165,-0.2151,15.526,0.026,-0.026,10.771,0.021,-0.021,14.3357,0.000442,-0.000442,,,0.039131326,,491.1576637,218.0076637,491.15762595245627,218.0076259524563,0
4121,toi-1221 b,TOI-1221 b,TOI-1221,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),0,91.68278,0.00032,-0.00041,0.0,0.387,0.026,-0.023,0.0,2.91,0.13,-0.12,0.0,0.26,0.012,-0.011,0.0,1112.39942,,,1.0,3.5,,,1.0,Mass,0.21,,,1.0,6.06,0.85,-0.77,0.0,440.0,60.0,-60.0,0.0,1,,5592.0,50.0,-50.0,0.0,1.03,0.02,-0.02,0.0,0.93,0.22,-0.22,0.0,0.06,0.08,-0.08,0.0,[Fe/H],4.38,0.1,-0.1,0.0,07h11m41.05s,107.9210254,-65d30m31.88s,-65.5088568,138.411,0.387,-0.386,10.494,0.006,-0.006,9.036,0.021,-0.021,10.5262,0.000245,-0.000245,,,0.388412612,,453.8113274,180.6613274,453.811292527035,180.66129252703502,0
4122,toi-1227 b,TOI-1227 b,TOI-1227,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,27.36397,0.00011,-0.00011,0.0,0.0886,0.0054,-0.0057,0.0,9.572,0.751,-0.583,0.0,0.854,0.067,-0.052,0.0,66.5,,,0.0,0.209,,,0.0,M-R relationship,,,,,3.21,0.38,-0.36,0.0,244.0,,,0.0,0,M4.5V-M5V,3072.0,74.0,-74.0,0.0,0.56,0.03,-0.03,0.0,0.17,0.02,-0.02,0.0,,,,,,4.44,,,0.0,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.641,0.573,-0.566,16.999,1.133,-1.133,11.034,0.021,-0.021,15.2514,0.000848,-0.000848,,,0.098448598,,384.1876529,111.0376529,384.1876233452579,111.03762334525794,0
4123,toi-1231 b,TOI-1231 b,TOI-1231,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,24.245586,6.4e-05,-6.6e-05,0.0,0.1288,0.0021,-0.0022,0.0,3.65,0.16,-0.15,0.0,0.326,0.014,-0.013,0.0,15.4,3.3,-3.3,0.0,0.04845,0.01038,-0.01038,0.0,Mass,0.087,0.12,-0.061,0.0,1.93,0.1,-0.1,0.0,330.0,4.0,-4.0,0.0,0,M3 V,3553.0,51.0,-52.0,0.0,0.48,0.02,-0.01,0.0,0.49,0.02,-0.02,0.0,0.041,0.069,-0.063,0.0,[Fe/H],4.77,0.03,-0.04,0.0,10h26m59.34s,156.74726,-52d28m04.34s,-52.4678724,27.6227,0.0609,-0.0609,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922,,,0.129249134,,341.1952167,68.04521668,341.1951904496014,68.04519044960142,0
4124,toi-1235 b,TOI-1235 b,TOI-1235,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,3.444714,9e-05,-9e-05,0.0,0.03845,0.00037,-0.0004,0.0,1.69,0.08,-0.08,0.0,0.151,0.007,-0.007,0.0,6.69,0.67,-0.69,0.0,0.02105,0.00211,-0.00217,0.0,Mass,0.049,0.072,-0.035,0.0,60.3,1.6,-1.5,0.0,775.0,13.0,-13.0,0.0,0,M0.5 V,3997.0,51.0,-51.0,0.0,0.62,0.02,-0.02,0.0,0.63,0.02,-0.02,0.0,0.33,0.16,-0.16,0.0,[Fe/H],4.64,0.04,-0.04,0.0,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345,0.0478,-0.0478,11.495,0.056,-0.056,7.893,0.023,-0.023,10.8492,0.000519,-0.000519,,,0.038266857,,798.4116408,525.2616408,798.4115794014753,525.2615794014753,0
4125,toi-1246 b,TOI-1246 b,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,4.30744,2e-05,-2e-05,0.0,0.049,0.002,-0.002,0.0,3.01,0.06,-0.06,0.0,0.269,0.005,-0.005,0.0,8.1,1.1,-1.1,0.0,0.02549,0.00346,-0.00346,0.0,Mass,,,,,196.0,,,0.0,955.0,,,0.0,0,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,,,0.04946064,,1073.464718,800.3147179,1073.464635424594,800.314635424594,0
4126,toi-1246 c,TOI-1246 c,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,5.904144,8.3e-05,-8.3e-05,0.0,0.061,0.002,-0.002,0.0,2.51,0.08,-0.08,0.0,0.224,0.007,-0.007,0.0,8.8,1.2,-1.2,0.0,0.02769,0.00378,-0.00378,0.0,Mass,,,,,129.0,,,0.0,860.0,,,0.0,0,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,,,0.061031148,,962.1015124,688.9515124,962.1014384664809,688.9514384664809,0
4127,toi-1246 d,TOI-1246 d,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,18.6559,0.00048,-0.00048,0.0,0.131,0.004,-0.004,0.0,3.51,0.09,-0.09,0.0,0.313,0.008,-0.008,0.0,5.3,1.7,-1.7,0.0,0.01668,0.00535,-0.00535,0.0,Mass,,,,,28.0,,,0.0,586.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,,,0.131418865,,656.5233351,383.3733351,656.523284656841,383.37328465684107,0
4128,toi-1246 e,TOI-1246 e,TOI-1246,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),0,37.9216,0.001,-0.001,0.0,0.211,0.007,-0.007,0.0,3.78,0.16,-0.16,0.0,0.337,0.014,-0.014,0.0,14.8,2.3,-2.3,0.0,0.04657,0.00724,-0.00724,0.0,Mass,,,,,11.0,,,0.0,462.0,,,0.0,1,K V,5151.0,100.0,-100.0,0.0,0.86,0.05,-0.05,0.0,0.87,0.03,-0.03,0.0,0.17,0.06,-0.06,0.0,[Fe/H],4.4,0.1,-0.1,0.0,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,,,0.210881271,,517.3025119,244.1525119,517.3024720984097,244.1524720984097,0
4129,toi-125 b,TOI-125 b,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,4.65382,0.00033,-0.00031,0.0,0.05186,0.00086,-0.00077,0.0,2.726,0.075,-0.075,0.0,0.243,0.007,-0.007,0.0,9.5,0.88,-0.88,0.0,0.02989,0.00277,-0.00277,0.0,Mass,0.194,0.041,-0.036,0.0,185.0,9.0,-9.0,0.0,1037.0,11.0,-11.0,0.0,0,K0 V,5320.0,39.0,-39.0,0.0,0.85,0.01,-0.01,0.0,0.86,0.04,-0.04,0.0,-0.02,0.03,-0.03,0.0,[Fe/H],4.52,0.02,-0.02,0.0,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,,,0.051877579,,1071.395649,798.2456489,1071.3955665250417,798.2455665250417,0
4130,toi-125 c,TOI-125 c,TOI-125,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),0,9.15059,0.0007,-0.00082,0.0,0.0814,0.0013,-0.0013,0.0,2.759,0.1,-0.1,0.0,0.246,0.009,-0.009,0.0,6.63,0.99,-0.99,0.0,0.02086,0.00311,-0.00311,0.0,Mass,0.066,0.07,-0.047,0.0,77.59,3.31,-3.31,0.0,828.0,9.0,-9.0,0.0,0,K0 V,5320.0,39.0,-39.0,0.0,0.85,0.01,-0.01,0.0,0.86,0.04,-0.04,0.0,-0.02,0.03,-0.03,0.0,[Fe/H],4.52,0.02,-0.02,0.0,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,,,0.081421551,,855.1729044,582.0229044,855.1728386449186,582.0228386449186,0
4131,toi-125 d,TOI-125 d,TOI-125,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0,19.98,0.005,-0.0056,0.0,0.137,0.0022,-0.0022,0.0,2.93,0.17,-0.17,0.0,0.261,0.015,-0.015,0.0,13.6,1.2,-1.2,0.0,0.04279,0.00378,-0.00378,0.0,Mass,0.168,0.088,-0.062,0.0,26.7,1.4,-1.4,0.0,638.0,7.0,-7.0,0.0,0,K0 V,5320.0,39.0,-39.0,0.0,0.85,0.01,-0.01,0.0,0.86,0.04,-0.04,0.0,-0.02,0.03,-0.03,0.0,[Fe/H],4.52,0.02,-0.02,0.0,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,,,0.137036723,,659.1827759,386.0327759,659.1827252073722,386.0327252073722,0
4132,toi-1260 b,TOI-1260 b,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,3.127463,5e-06,-5e-06,0.0,0.0367,0.0011,-0.0011,0.0,2.41,0.05,-0.05,0.0,0.215,0.004,-0.004,0.0,8.56,1.54,-1.54,0.0,0.02693,0.00485,-0.00485,0.0,Mass,0.0,,,0.0,95.58,0.07,-0.07,0.0,871.0,24.0,-24.0,0.0,0,K6 V,4227.0,85.0,-85.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.1,-0.06,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.57,0.05,-0.05,0.0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,,,0.036804839,,898.4246444,625.2746444,898.424575349558,625.2745753495581,0
4133,toi-1260 c,TOI-1260 c,TOI-1260,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0,7.493134,2e-05,-2e-05,0.0,0.0657,0.002,-0.002,0.0,2.76,0.07,-0.07,0.0,0.246,0.006,-0.006,0.0,13.2,4.23,-4.23,0.0,0.04153,0.01331,-0.01331,0.0,Mass,0.0,,,0.0,29.81,0.05,-0.05,0.0,651.0,18.0,-18.0,0.0,0,K6 V,4227.0,85.0,-85.0,0.0,0.67,0.01,-0.01,0.0,0.68,0.1,-0.06,0.0,-0.1,0.07,-0.07,0.0,[Fe/H],4.57,0.05,-0.05,0.0,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,,,0.065900058,,671.4783333,398.3283333,671.4782816547818,398.3282816547818,0
